name,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,11/30/1988,08/31/1988,08/31/1987,08/31/1986,08/31/1985
		LongTermDebtAndCapitalLeaseObligation,"6,885,000,000","6,906,000,000","6,896,000,000","5,736,000,000","5,699,000,000","4,541,000,000","3,564,000,000","3,606,000,000","3,736,000,000","3,780,000,000","5,895,000,000","7,816,000,000","7,662,000,000","9,893,000,000","10,510,000,000","11,336,000,000","8,521,000,000","9,154,000,000","8,919,000,000","6,533,000,000","6,368,000,000","6,301,000,000","6,451,000,000","5,570,000,000","4,661,000,000","5,012,000,000","4,225,000,000","4,408,000,000","4,260,000,000","4,452,000,000","3,267,000,000","3,301,000,000","3,169,000,000","3,038,000,000","2,936,000,000","2,165,000,000","1,973,000,000","1,861,000,000","1,388,000,000","1,320,000,000","1,348,000,000","1,648,000,000","1,717,000,000","1,994,000,000","2,143,000,000","2,674,000,000","2,752,000,000","2,542,000,000","2,523,000,000","2,451,000,000","2,159,000,000","2,162,000,000","1,936,000,000","1,987,000,000","1,913,000,000","639,000,000","409,000,000","405,000,000","338,800,000","312,000,000","960,900,000","1,020,200,000","1,045,600,000","909,200,000","825,200,000","1,027,900,000","1,036,600,000","1,046,700,000","996,000,000","997,100,000","1,002,800,000","1,030,600,000","340,200,000","360,800,000","360,300,000","380,900,000","404,500,000","445,000,000","454,900,000","230,200,000","242,500,000","933,700,000","941,900,000","1,464,500,000","1,501,500,000","1,527,500,000","1,553,600,000","1,574,400,000","1,597,600,000","757,300,000","718,000,000","740,700,000","744,500,000","762,300,000","281,200,000","291,300,000","305,600,000","314,600,000","211,800,000","143,700,000","121,800,000","129,400,000","162,400,000","168,200,000","152,800,000","124,700,000","127,550,000","42,588,000","41,900,000","54,400,000","57,900,000","62,300,000","56,900,000","61,600,000","57,200,000","62,500,000","65,300,000","69,600,000","69,600,000","86,900,000","76,000,000","74,100,000","76,200,000","79,600,000","83,200,000","39,700,000","28,000,000","8,800,000","17,700,000","24,900,000","24,900,000","25,000,000"
			LongTermDebt,"5,903,000,000","5,963,000,000","5,962,000,000","4,845,000,000","4,844,000,000","4,173,000,000","3,564,000,000","3,151,000,000","3,227,000,000","3,245,000,000","5,290,000,000","7,137,000,000","6,903,000,000","9,060,000,000","9,593,000,000","10,422,000,000","7,596,000,000","8,128,000,000","8,103,000,000","5,771,000,000","5,932,000,000","5,835,000,000","5,921,000,000","4,994,000,000","4,189,000,000","4,424,000,000","3,604,000,000","3,714,000,000","4,260,000,000","4,452,000,000","3,267,000,000","3,301,000,000","3,169,000,000","3,038,000,000","2,936,000,000","2,165,000,000","1,973,000,000","1,861,000,000","1,388,000,000","1,320,000,000","1,348,000,000","1,648,000,000","1,717,000,000","1,994,000,000","2,143,000,000","2,674,000,000","2,752,000,000","2,542,000,000","2,523,000,000","2,451,000,000","2,159,000,000","2,162,000,000","1,936,000,000","1,987,000,000","1,913,000,000","639,000,000","409,000,000","405,000,000","338,800,000","312,000,000","960,900,000","1,020,200,000","1,045,600,000","909,200,000","825,200,000","1,027,900,000","952,800,000","1,046,700,000","996,000,000","997,100,000","1,002,800,000","1,030,600,000","340,200,000","360,800,000","360,300,000","380,900,000","404,500,000","445,000,000","454,900,000","230,200,000","242,500,000","933,700,000","941,900,000","1,464,500,000","1,501,500,000","1,527,500,000","1,553,600,000","1,574,400,000","1,597,600,000","757,300,000","718,000,000","740,700,000","744,500,000","762,300,000","281,200,000","291,300,000","305,600,000","314,600,000","211,800,000","143,700,000","121,800,000","129,400,000","162,400,000","168,200,000","152,800,000","124,700,000","127,550,000","42,588,000","41,900,000","54,400,000","57,900,000","62,300,000","56,900,000","61,600,000","57,200,000","62,500,000","65,300,000","69,600,000","69,600,000","86,900,000","76,000,000","74,100,000","76,200,000","79,600,000","83,200,000","39,700,000","28,000,000","8,800,000","17,700,000","24,900,000","24,900,000","25,000,000"
			LongTermCapitalLeaseObligation,"982,000,000","943,000,000","934,000,000","891,000,000","855,000,000","368,000,000",,"455,000,000","509,000,000","535,000,000","605,000,000","679,000,000","759,000,000","833,000,000","917,000,000","914,000,000","925,000,000","1,026,000,000","816,000,000","762,000,000","436,000,000","466,000,000","530,000,000","576,000,000","472,000,000","588,000,000","621,000,000","694,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"656,000,000","643,000,000","553,000,000","586,000,000","609,000,000","636,000,000","622,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,000,000","12,000,000","11,000,000","25,000,000","25,000,000","26,000,000","27,000,000","28,000,000","36,900,000","36,000,000","31,000,000","35,200,000","34,700,000","40,300,000","46,800,000","42,000,000","42,800,000","42,700,000","43,900,000","41,300,000",,,,,,"275,600,000",,"19,000,000","166,000,000","306,100,000","326,600,000","333,500,000","345,000,000","310,900,000","323,900,000","309,100,000","264,300,000","263,900,000","264,500,000","284,200,000","283,200,000","284,100,000","254,700,000","239,800,000","224,600,000","204,100,000","163,400,000","157,400,000","168,700,000","131,000,000","119,800,000","93,300,000","66,400,000","63,600,000","53,900,000","54,100,000","42,238,000","45,933,000","51,700,000","46,200,000","36,600,000","33,600,000","36,000,000","36,500,000","32,600,000","32,100,000","31,800,000","33,600,000","25,100,000","21,000,000","23,700,000","31,800,000","44,200,000","35,000,000","33,300,000","30,700,000","22,800,000","6,100,000","6,400,000",,,"100,000"
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,000,000","12,000,000","11,000,000","25,000,000","25,000,000","26,000,000","27,000,000","28,000,000","36,900,000","36,000,000","31,000,000","35,200,000","34,700,000","40,300,000","46,800,000","42,000,000","42,800,000","42,700,000","43,900,000","41,300,000",,,,,,"275,600,000",,"19,000,000","166,000,000","306,100,000","326,600,000","333,500,000","345,000,000","310,900,000","323,900,000","309,100,000","264,300,000","263,900,000","264,500,000","284,200,000","283,200,000","284,100,000","254,700,000","239,800,000","224,600,000","204,100,000","163,400,000","157,400,000","168,700,000","131,000,000","119,800,000","93,300,000","66,400,000","63,600,000","53,900,000","54,100,000","42,238,000","45,933,000","51,700,000","46,200,000","36,600,000","33,600,000","36,000,000","36,500,000","32,600,000","32,100,000","31,800,000","33,600,000","25,100,000","21,000,000","23,700,000","31,800,000","44,200,000","35,000,000","33,300,000","30,700,000","22,800,000","6,100,000","6,400,000",,,"100,000"
			NonCurrentDeferredRevenue,"656,000,000","643,000,000","553,000,000","586,000,000","609,000,000","636,000,000","622,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,"0","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","97,000,000","97,000,000","97,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"555,000,000","498,000,000","453,000,000","383,000,000","426,000,000","452,000,000","417,000,000","993,000,000","834,000,000","581,000,000","549,000,000","746,000,000","553,000,000","639,000,000","595,000,000","677,000,000","601,000,000","623,000,000","548,000,000","636,000,000","720,000,000","698,000,000","764,000,000","887,000,000","969,000,000","1,102,000,000","813,000,000","858,000,000","875,000,000","535,000,000","420,000,000","534,000,000","574,000,000","630,000,000","717,000,000","513,000,000","508,000,000","559,000,000","562,000,000","526,000,000","517,000,000","527,000,000","582,000,000","293,000,000","250,000,000","249,000,000","260,000,000","261,000,000","332,000,000","338,000,000","343,000,000","345,000,000","438,000,000","421,000,000","408,000,000","402,000,000","454,000,000","445,000,000","446,800,000","371,000,000","116,800,000","125,600,000","121,000,000","127,100,000","114,000,000","103,200,000","110,000,000","100,600,000","96,800,000","155,800,000","157,300,000","144,200,000","133,500,000","135,500,000","76,300,000","74,600,000","70,700,000","77,400,000","91,100,000","88,600,000","88,600,000","85,500,000","77,600,000","72,300,000","81,400,000","74,200,000","82,000,000","85,700,000","69,700,000","61,400,000","61,000,000","58,700,000","71,100,000","79,700,000","79,400,000","68,700,000","61,800,000","59,200,000","110,000,000","103,700,000","57,200,000","51,200,000","45,700,000","28,400,000","23,700,000","27,400,000","28,829,000","24,226,000","17,300,000","14,800,000","12,700,000","10,800,000","9,800,000","9,100,000","9,800,000","12,400,000","10,700,000","9,900,000","10,300,000","6,300,000","7,600,000","6,400,000","6,400,000","9,900,000","8,200,000","7,500,000","3,400,000","18,200,000","11,800,000","13,200,000","18,600,000","10,500,000"
TotalEquityGrossMinorityInterest,"39,907,000,000","38,996,000,000","37,820,000,000","37,023,000,000","36,500,000,000","36,770,000,000","36,190,000,000","35,430,000,000","34,739,000,000","33,164,000,000","29,518,000,000","26,566,000,000","23,393,000,000","19,470,000,000","17,019,000,000","15,135,000,000","13,168,000,000","12,928,000,000","13,034,000,000","13,239,000,000","13,275,000,000","13,239,000,000","13,355,000,000","13,241,000,000","12,493,000,000","11,573,000,000","10,697,000,000","10,044,000,000","10,146,000,000","10,006,000,000","8,026,000,000","7,960,000,000","8,186,000,000","8,417,000,000","8,486,000,000","9,359,000,000","9,709,000,000","9,852,000,000","10,032,000,000","9,962,000,000","9,994,000,000","9,816,000,000","9,467,000,000","7,418,000,000","7,091,000,000","6,640,000,000","6,827,000,000","7,086,000,000","8,186,000,000","9,043,000,000","9,319,000,000","9,546,000,000","10,261,000,000","10,359,000,000","10,214,000,000","10,532,000,000","10,261,000,000","9,682,000,000","8,199,200,000","7,453,000,000","5,923,500,000","5,846,800,000","5,791,600,000","5,909,200,000","5,779,400,000","5,614,800,000","5,509,500,000","5,405,500,000","5,429,100,000","4,971,000,000","5,087,200,000","5,296,100,000","6,018,000,000","6,306,400,000","6,952,500,000","6,896,800,000","6,903,300,000","7,134,800,000","7,322,700,000","7,610,300,000","7,696,600,000","6,631,300,000","5,794,600,000","4,919,600,000","4,569,600,000","4,132,400,000","4,088,400,000","4,105,500,000","3,994,100,000","2,845,100,000","2,919,300,000","3,017,700,000","3,028,800,000","3,019,600,000","2,922,000,000","2,806,800,000","2,585,500,000","2,555,800,000","2,476,100,000","2,413,700,000","2,227,400,000","1,896,200,000","1,617,600,000","1,395,600,000","1,208,700,000","1,049,300,000","908,715,000","802,949,000","709,500,000","639,500,000","568,200,000","533,900,000","518,200,000","511,200,000","506,100,000","502,700,000","495,200,000","494,800,000","484,300,000","474,000,000","475,600,000","484,200,000","480,600,000","478,200,000","477,700,000","476,600,000","459,100,000","392,600,000","288,000,000","72,600,000","79,100,000","92,100,000"
	StockholdersEquity,"39,907,000,000","38,996,000,000","37,820,000,000","37,023,000,000","36,500,000,000","35,881,000,000","35,323,000,000","34,567,000,000","33,869,000,000","32,294,000,000","28,649,000,000","25,697,000,000","22,526,000,000","18,621,000,000","16,171,000,000","14,287,000,000","12,320,000,000","12,080,000,000","12,187,000,000","12,264,000,000","12,301,000,000","12,302,000,000","12,458,000,000","12,426,000,000","11,678,000,000","10,771,000,000","9,940,000,000","9,284,000,000","9,219,000,000","9,142,000,000","7,328,000,000","7,231,000,000","7,469,000,000","7,700,000,000","7,811,000,000","7,986,000,000","8,271,000,000","8,470,000,000","8,583,000,000","8,462,000,000","8,226,000,000","8,020,000,000","7,680,000,000","5,602,000,000","5,195,000,000","4,654,000,000","4,697,000,000","4,742,000,000","5,484,000,000","6,178,000,000","6,508,000,000","6,738,000,000","7,501,000,000","7,752,000,000","7,887,000,000","8,249,000,000","8,279,000,000","8,114,000,000","7,086,800,000","6,954,000,000","5,923,500,000","5,846,800,000","5,791,600,000","5,909,200,000","5,779,400,000","5,614,800,000","5,509,500,000","5,405,500,000","5,429,100,000","4,971,000,000","5,087,200,000","5,296,100,000","6,018,000,000","6,306,400,000","6,952,500,000","6,896,800,000","6,903,300,000","7,134,800,000","7,198,600,000","7,465,900,000","7,496,200,000","6,432,000,000","5,604,700,000","4,733,600,000","4,386,100,000","3,964,100,000","3,925,500,000","3,945,100,000","3,836,200,000","2,693,000,000","2,773,900,000","2,874,800,000","2,896,200,000","2,883,100,000","2,789,100,000","2,680,900,000","2,528,200,000","2,502,000,000","2,476,100,000","2,413,700,000","2,227,400,000","1,896,200,000","1,617,600,000","1,395,600,000","1,208,700,000","1,049,300,000","908,715,000","802,949,000","709,500,000","639,500,000","568,200,000","533,900,000","518,200,000","511,200,000","506,100,000","502,700,000","495,200,000","494,800,000","484,300,000","474,000,000","475,600,000","484,200,000","480,600,000","478,200,000","477,700,000","476,600,000","459,100,000","392,600,000","288,000,000","72,600,000","79,100,000","92,100,000"
		CapitalStock,"120,000,000","119,000,000","119,000,000","119,000,000","119,000,000","118,000,000","118,000,000","118,000,000","117,000,000","117,000,000","117,000,000","116,000,000","116,000,000","112,000,000","111,000,000","111,000,000","110,000,000","109,000,000","109,000,000","109,000,000","109,000,000","108,000,000","108,000,000","108,000,000","108,000,000","107,000,000","107,000,000","107,000,000","106,000,000","104,000,000","103,000,000","103,000,000","102,000,000","102,000,000","99,000,000","99,000,000","99,000,000","98,000,000","100,000,000","100,000,000","100,000,000","99,000,000","99,000,000","86,000,000","85,000,000","85,000,000","85,000,000","78,000,000","76,000,000","76,000,000","76,000,000","76,000,000","76,000,000","76,000,000","76,000,000","76,000,000","75,000,000","75,000,000","67,900,000","68,000,000","61,800,000","61,600,000","61,500,000","61,400,000","61,300,000","61,200,000","61,100,000","61,000,000","60,900,000","60,800,000","60,700,000","60,600,000","60,500,000","60,300,000","118,900,000","60,100,000","60,000,000","59,800,000","59,700,000","59,500,000","59,300,000","56,700,000","55,300,000","27,300,000","27,000,000","26,800,000","26,700,000","26,600,000","24,700,000","21,400,000","21,300,000","21,300,000","21,100,000","21,100,000","21,100,000","21,000,000","20,900,000","20,900,000","20,800,000","20,800,000","20,700,000","20,600,000","20,600,000","10,300,000","10,200,000","10,200,000","10,170,000","4,052,000",,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"120,000,000","119,000,000","119,000,000","119,000,000","119,000,000","118,000,000","118,000,000","118,000,000","117,000,000","117,000,000","117,000,000","116,000,000","116,000,000","112,000,000","111,000,000","111,000,000","110,000,000","109,000,000","109,000,000","109,000,000","109,000,000","108,000,000","108,000,000","108,000,000","108,000,000","107,000,000","107,000,000","107,000,000","106,000,000","104,000,000","103,000,000","103,000,000","102,000,000","102,000,000","99,000,000","99,000,000","99,000,000","98,000,000","100,000,000","100,000,000","100,000,000","99,000,000","99,000,000","86,000,000","85,000,000","85,000,000","85,000,000","78,000,000","76,000,000","76,000,000","76,000,000","76,000,000","76,000,000","76,000,000","76,000,000","76,000,000","75,000,000","75,000,000","67,900,000","68,000,000","61,800,000","61,600,000","61,500,000","61,400,000","61,300,000","61,200,000","61,100,000","61,000,000","60,900,000","60,800,000","60,700,000","60,600,000","60,500,000","60,300,000","60,200,000","60,100,000","60,000,000","59,800,000","59,700,000","59,500,000","59,300,000","56,700,000","55,300,000","27,300,000","27,000,000","26,800,000","26,700,000","26,600,000","24,700,000","21,400,000","21,300,000","21,300,000","21,100,000","21,100,000","21,100,000","21,000,000","20,900,000","20,900,000","20,800,000","20,800,000","20,700,000","20,600,000","20,600,000","10,300,000","10,200,000","10,200,000","10,170,000","4,052,000",,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"9,034,000,000","8,917,000,000","8,764,000,000","8,725,000,000","8,428,000,000","8,214,000,000","8,217,000,000","8,143,000,000","8,350,000,000","8,201,000,000","8,869,000,000","9,604,000,000","9,448,000,000","8,287,000,000","8,222,000,000","8,003,000,000","7,777,000,000","7,736,000,000","7,675,000,000","7,579,000,000","7,500,000,000","7,474,000,000","7,428,000,000","7,901,000,000","7,822,000,000","7,879,000,000","8,210,000,000","8,282,000,000","8,919,000,000","9,187,000,000","9,076,000,000","9,012,000,000","8,961,000,000","8,920,000,000","8,791,000,000","8,658,000,000","8,628,000,000","8,610,000,000","8,598,000,000","8,570,000,000","8,472,000,000","8,446,000,000","8,441,000,000","7,320,000,000","7,287,000,000","6,863,000,000","6,841,000,000","6,584,000,000","6,574,000,000","6,566,000,000","6,558,000,000","6,544,000,000","6,532,000,000","6,519,000,000","6,491,000,000","6,628,000,000","6,604,000,000","6,555,000,000","5,597,000,000","5,553,000,000","4,721,900,000","4,707,400,000","4,695,400,000","4,685,400,000","4,673,700,000","4,663,900,000","4,652,100,000","4,638,800,000","4,634,200,000","4,176,300,000","4,167,700,000","4,160,100,000","4,260,300,000","4,229,600,000","4,229,500,000","4,208,000,000","4,182,400,000","4,153,700,000","3,638,400,000","3,591,500,000","3,533,300,000","2,824,200,000","2,721,500,000","2,120,800,000","1,973,600,000","1,894,000,000","1,837,400,000","1,829,300,000","1,743,600,000","526,800,000","518,600,000","513,400,000","488,100,000","483,800,000","461,600,000","450,100,000","440,200,000","434,700,000","427,400,000","412,800,000","404,500,000","391,500,000","387,700,000","386,500,000","376,800,000","369,700,000","365,991,000","365,612,000",,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"34,138,000,000","33,384,000,000","32,402,000,000","31,602,000,000","31,218,000,000","30,761,000,000","30,201,000,000","29,364,000,000","27,769,000,000","24,395,000,000","20,070,000,000","16,247,000,000","12,938,000,000","10,260,000,000","7,893,000,000","6,247,000,000","5,469,000,000","5,299,000,000","5,470,000,000","5,685,000,000","5,788,000,000","5,588,000,000","5,117,000,000","4,627,000,000","3,713,000,000","2,729,000,000","1,579,000,000","836,000,000","126,000,000","-212,000,000","-1,920,000,000","-1,963,000,000","-1,677,000,000","-1,402,000,000","-1,159,000,000","-839,000,000","-557,000,000","-370,000,000","-234,000,000","-309,000,000","-381,000,000","-536,000,000","-877,000,000","-1,816,000,000","-2,181,000,000","-2,291,000,000","-2,203,000,000","-1,913,000,000","-1,162,000,000","-456,000,000","-112,000,000","124,000,000","901,000,000","1,164,000,000","1,323,000,000","1,548,000,000","1,600,000,000","1,486,000,000","1,422,200,000","1,334,000,000","1,140,700,000","1,078,100,000","1,035,000,000","1,162,900,000","1,045,000,000","890,100,000","796,600,000","705,700,000","734,000,000","733,800,000","858,500,000","1,075,000,000","1,695,800,000","2,015,500,000","2,603,500,000","2,628,300,000","2,658,700,000","2,924,600,000","3,500,100,000","3,813,500,000","3,901,900,000","3,549,600,000","2,823,000,000","2,548,100,000","2,386,800,000","2,045,400,000","2,062,900,000","2,090,500,000","2,068,100,000","2,144,800,000","2,234,000,000","2,340,100,000","2,387,000,000","2,378,200,000","2,306,400,000","2,209,800,000","2,067,100,000","2,046,400,000","2,027,900,000","1,980,100,000","1,802,200,000","1,484,100,000","1,213,300,000","1,003,400,000","825,000,000","670,800,000","534,003,000","434,759,000","282,500,000","282,500,000","219,600,000","190,100,000","180,300,000","180,300,000","177,500,000","175,800,000","174,300,000","176,400,000","166,900,000","159,800,000","162,100,000","171,300,000","168,300,000","166,500,000","166,500,000","166,400,000","150,500,000","92,500,000","60,300,000","-37,600,000","-14,700,000","19,200,000"
		TreasuryStock,"3,495,000,000","3,495,000,000","3,454,000,000","3,414,000,000","3,271,000,000","3,221,000,000","3,221,000,000","3,064,000,000","2,362,000,000","429,000,000","429,000,000","313,000,000","0","67,000,000","67,000,000","67,000,000","1,029,000,000","1,029,000,000","1,029,000,000","1,025,000,000","1,006,000,000","881,000,000","192,000,000","192,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"110,000,000","71,000,000","-11,000,000","-9,000,000","6,000,000","9,000,000","8,000,000","6,000,000","-5,000,000","10,000,000","22,000,000","43,000,000","24,000,000","29,000,000","12,000,000","-7,000,000","-7,000,000","-35,000,000","-38,000,000","-84,000,000","-90,000,000","13,000,000","-3,000,000","-18,000,000","35,000,000","56,000,000","44,000,000","59,000,000","68,000,000","63,000,000","69,000,000","79,000,000","83,000,000","80,000,000","80,000,000","68,000,000","101,000,000","132,000,000","119,000,000","101,000,000","35,000,000","11,000,000","17,000,000","12,000,000","4,000,000","-3,000,000","-26,000,000","-7,000,000","-4,000,000","-8,000,000","-14,000,000","-6,000,000","-8,000,000","-7,000,000","-3,000,000","-3,000,000",,"-2,000,000","-300,000","-3,000,000","-500,000","-300,000","-300,000","-500,000","-600,000","-400,000","-300,000",,,"100,000","300,000","400,000","1,400,000","1,000,000","600,000","400,000","2,200,000","-3,300,000","400,000","1,400,000","1,700,000","1,500,000","4,900,000","37,400,000","-1,300,000","-2,100,000","-1,500,000","-1,300,000","-200,000",,,,,,,,,,,,,,"-4,000,000","-4,600,000","-3,300,000","-1,400,000","-1,449,000","-1,474,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"427,000,000","357,000,000","348,600,000","343,800,000","337,900,000","330,900,000","328,600,000","326,900,000","320,900,000","318,400,000","317,400,000","314,200,000","313,500,000","312,900,000","312,300,000","311,700,000","311,200,000","310,200,000","308,600,000","300,100,000","227,700,000","110,200,000","93,800,000","72,900,000"
	MinorityInterest,,"0","0","0","0","889,000,000","867,000,000","863,000,000","870,000,000","870,000,000","869,000,000","869,000,000","867,000,000","849,000,000","848,000,000","848,000,000","848,000,000","848,000,000","847,000,000","975,000,000","974,000,000","937,000,000","897,000,000","815,000,000","815,000,000","802,000,000","757,000,000","760,000,000","927,000,000","864,000,000","698,000,000","729,000,000","717,000,000","717,000,000","675,000,000","1,373,000,000","1,438,000,000","1,382,000,000","1,449,000,000","1,500,000,000","1,768,000,000","1,796,000,000","1,787,000,000","1,816,000,000","1,896,000,000","1,986,000,000","2,130,000,000","2,344,000,000","2,702,000,000","2,865,000,000","2,811,000,000","2,808,000,000","2,760,000,000","2,607,000,000","2,327,000,000","2,283,000,000","1,982,000,000","1,568,000,000","1,112,400,000","499,000,000",,,,,,,,,,,,,,,,,,,"124,100,000","144,400,000","200,400,000","199,300,000","189,900,000","186,000,000","183,500,000","168,300,000","162,900,000","160,400,000","157,900,000","152,100,000","145,400,000","142,900,000","132,600,000","136,500,000","132,900,000","125,900,000","57,300,000","53,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"45,810,000,000","44,959,000,000","43,782,000,000","41,868,000,000","41,344,000,000","40,054,000,000","38,887,000,000","37,718,000,000","37,096,000,000","35,539,000,000","33,939,000,000","32,834,000,000","29,429,000,000","27,681,000,000","25,764,000,000","24,709,000,000","19,916,000,000","20,208,000,000","20,290,000,000","18,035,000,000","18,233,000,000","18,137,000,000","18,379,000,000","17,420,000,000","15,867,000,000","15,195,000,000","13,544,000,000","12,998,000,000","13,479,000,000","13,594,000,000","10,595,000,000","10,532,000,000","10,638,000,000","10,738,000,000","10,747,000,000","10,151,000,000","10,244,000,000","10,331,000,000","9,971,000,000","9,782,000,000","9,574,000,000","9,668,000,000","9,397,000,000","7,596,000,000","7,338,000,000","7,328,000,000","7,449,000,000","7,284,000,000","8,007,000,000","8,629,000,000","8,667,000,000","8,900,000,000","9,437,000,000","9,739,000,000","9,800,000,000","8,888,000,000","8,688,000,000","8,519,000,000","7,425,600,000","7,266,000,000","6,884,400,000","6,867,000,000","6,837,200,000","6,818,400,000","6,604,600,000","6,642,700,000","6,462,300,000","6,452,200,000","6,425,100,000","5,968,100,000","6,090,000,000","6,326,700,000","6,358,200,000","6,667,200,000","7,312,800,000","7,277,700,000","7,307,800,000","7,579,800,000","7,653,500,000","7,696,100,000","7,738,700,000","7,365,700,000","6,546,600,000","6,198,100,000","5,887,600,000","5,491,600,000","5,479,100,000","5,519,500,000","5,433,800,000","3,450,300,000","3,491,900,000","3,615,500,000","3,640,700,000","3,645,400,000","3,070,300,000","2,972,200,000","2,833,800,000","2,816,600,000","2,687,900,000","2,557,400,000","2,349,200,000","2,025,600,000","1,780,000,000","1,563,800,000","1,361,500,000","1,174,000,000","1,036,265,000","845,537,000","751,400,000","693,900,000","626,100,000","596,200,000","575,100,000","572,800,000","563,300,000","565,200,000","560,500,000","564,400,000","553,900,000","560,900,000","551,600,000","558,300,000","556,800,000","557,800,000","560,900,000","516,300,000","487,100,000","401,400,000","305,700,000","97,500,000","104,000,000","117,100,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
